# No. res, res sizes (min), (max), echo values (min), (max), spectral values (min), (max), weightin (min), (max), dimsrec (min), (max), reg., NRMSE (mean), (std)
8,300,300,0.500,0.100,0.900,0.300,0.500,1.000,10.000,100.000,1.00e-06,0.6059,4.069201e-02
8,300,300,0.500,0.100,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-02,1.0117,8.919255e-02
8,300,300,0.500,0.100,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-04,0.3511,1.027972e-01
8,300,300,0.500,0.100,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-06,0.6519,2.181956e-01
8,300,300,0.500,0.100,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-02,1.0922,8.913426e-02
8,300,300,0.500,0.100,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-04,0.4082,4.164306e-02
8,300,300,0.500,0.100,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-06,0.7503,2.444670e-01
8,300,300,0.500,0.100,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-02,1.2445,5.175290e-02
8,300,300,0.500,0.100,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-04,0.6850,2.050519e-01
8,300,300,0.500,0.100,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-06,0.9094,1.246146e-01
8,300,300,0.500,0.100,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-02,0.7485,2.700632e-01
8,300,300,0.500,0.100,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-04,0.5282,1.321629e-01
8,300,300,0.500,0.100,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-06,0.4468,1.334937e-01
8,300,300,0.500,0.100,1.000,0.700,0.500,1.000,30.000,80.000,1.00e-02,0.8186,9.148985e-02
8,300,300,0.500,0.100,1.000,0.700,0.500,1.000,30.000,80.000,1.00e-04,0.6175,1.493468e-01
8,300,300,0.500,0.100,1.000,0.700,0.500,1.000,30.000,80.000,1.00e-06,0.5461,1.696791e-01
8,300,300,0.100,0.800,0.400,1.200,0.500,1.000,60.000,60.000,1.00e-02,0.9130,1.009849e-01
8,300,300,0.100,0.800,0.400,1.200,0.500,1.000,60.000,60.000,1.00e-04,0.7040,1.874219e-01
8,300,300,0.100,0.800,0.400,1.200,0.500,1.000,60.000,60.000,1.00e-06,33333.8796,4.714007e+04
8,300,300,0.100,0.800,0.400,1.200,0.500,1.000,100.000,10.000,1.00e-02,1.0175,3.166260e-01
8,300,300,0.100,0.800,0.400,1.200,0.500,1.000,100.000,10.000,1.00e-04,0.8368,1.027233e-01
8,300,300,0.100,0.800,0.400,1.200,0.500,1.000,100.000,10.000,1.00e-06,33333.9189,4.714004e+04
8,300,300,0.100,0.800,0.400,1.200,0.500,1.000,10.000,100.000,1.00e-02,0.8408,1.506513e-01
8,300,300,0.100,0.800,0.400,1.200,0.500,1.000,10.000,100.000,1.00e-04,0.7786,4.736411e-02
8,300,300,0.100,0.800,0.400,1.200,0.500,1.000,10.000,100.000,1.00e-06,33333.9256,4.714003e+04
8,300,300,0.100,0.800,0.400,1.200,0.500,1.000,30.000,80.000,1.00e-02,1.0516,1.865147e-01
8,300,300,0.100,0.800,0.400,1.200,0.500,1.000,30.000,80.000,1.00e-04,0.7896,1.328807e-01
8,300,300,0.100,0.800,0.400,1.200,0.500,1.000,30.000,80.000,1.00e-06,0.7545,1.555349e-01
8,300,300,0.100,0.800,1.200,0.400,0.500,1.000,60.000,60.000,1.00e-02,0.8673,7.253695e-02
8,300,300,0.100,0.800,1.200,0.400,0.500,1.000,60.000,60.000,1.00e-04,0.9128,1.098096e-01
8,300,300,0.100,0.800,1.200,0.400,0.500,1.000,60.000,60.000,1.00e-06,33333.8787,4.714007e+04
8,300,300,0.100,0.800,1.200,0.400,0.500,1.000,100.000,10.000,1.00e-02,0.8960,4.618730e-02
8,300,300,0.100,0.800,1.200,0.400,0.500,1.000,100.000,10.000,1.00e-04,0.7381,4.239337e-02
8,300,300,0.100,0.800,1.200,0.400,0.500,1.000,100.000,10.000,1.00e-06,0.9153,1.792082e-01
8,300,300,0.100,0.800,1.200,0.400,0.500,1.000,10.000,100.000,1.00e-02,0.9717,1.532541e-01
8,300,300,0.100,0.800,1.200,0.400,0.500,1.000,10.000,100.000,1.00e-04,0.8901,3.229070e-01
8,300,300,0.100,0.800,1.200,0.400,0.500,1.000,10.000,100.000,1.00e-06,66666.8224,4.714023e+04
8,300,300,0.100,0.800,1.200,0.400,0.500,1.000,30.000,80.000,1.00e-02,0.8649,2.580341e-02
8,300,300,0.100,0.800,1.200,0.400,0.500,1.000,30.000,80.000,1.00e-04,0.6912,4.688067e-02
8,300,300,0.100,0.800,1.200,0.400,0.500,1.000,30.000,80.000,1.00e-06,33334.0028,4.713998e+04
8,300,300,0.100,0.800,0.300,0.900,0.500,1.000,60.000,60.000,1.00e-02,0.8518,9.644274e-02
8,300,300,0.100,0.800,0.300,0.900,0.500,1.000,60.000,60.000,1.00e-04,0.8720,1.406492e-01
8,300,300,0.100,0.800,0.300,0.900,0.500,1.000,60.000,60.000,1.00e-06,1.2147,2.525261e-01
8,300,300,0.100,0.800,0.300,0.900,0.500,1.000,100.000,10.000,1.00e-02,0.8944,2.375069e-01
8,300,300,0.100,0.800,0.300,0.900,0.500,1.000,100.000,10.000,1.00e-04,0.7802,7.184458e-02
8,300,300,0.100,0.800,0.300,0.900,0.500,1.000,100.000,10.000,1.00e-06,0.8791,2.932503e-01
8,300,300,0.100,0.800,0.300,0.900,0.500,1.000,10.000,100.000,1.00e-02,1.1071,2.377975e-01
8,300,300,0.100,0.800,0.300,0.900,0.500,1.000,10.000,100.000,1.00e-04,0.8059,2.470426e-01
8,300,300,0.100,0.800,0.300,0.900,0.500,1.000,10.000,100.000,1.00e-06,66667.0935,4.713985e+04
8,300,300,0.100,0.800,0.300,0.900,0.500,1.000,30.000,80.000,1.00e-02,0.8982,1.216140e-01
8,300,300,0.100,0.800,0.300,0.900,0.500,1.000,30.000,80.000,1.00e-04,0.7923,1.290435e-01
8,300,300,0.100,0.800,0.300,0.900,0.500,1.000,30.000,80.000,1.00e-06,1.1756,3.401910e-01
8,300,300,0.100,0.800,0.900,0.300,0.500,1.000,60.000,60.000,1.00e-02,1.0232,1.609364e-01
8,300,300,0.100,0.800,0.900,0.300,0.500,1.000,60.000,60.000,1.00e-04,0.9800,9.354064e-02
8,300,300,0.100,0.800,0.900,0.300,0.500,1.000,60.000,60.000,1.00e-06,33334.0188,4.713997e+04
8,300,300,0.100,0.800,0.900,0.300,0.500,1.000,100.000,10.000,1.00e-02,0.8630,1.041821e-01
8,300,300,0.100,0.800,0.900,0.300,0.500,1.000,100.000,10.000,1.00e-04,1.0186,1.954987e-01
8,300,300,0.100,0.800,0.900,0.300,0.500,1.000,100.000,10.000,1.00e-06,33333.8911,4.714006e+04
8,300,300,0.100,0.800,0.900,0.300,0.500,1.000,10.000,100.000,1.00e-02,0.9655,1.528060e-01
8,300,300,0.100,0.800,0.900,0.300,0.500,1.000,10.000,100.000,1.00e-04,0.7840,6.029665e-02
8,300,300,0.100,0.800,0.900,0.300,0.500,1.000,10.000,100.000,1.00e-06,0.9643,1.178904e-01
8,300,300,0.100,0.800,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-02,0.9069,1.355459e-01
8,300,300,0.100,0.800,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-04,0.8186,7.969616e-02
8,300,300,0.100,0.800,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-06,66667.0451,4.713992e+04
8,300,300,0.100,0.800,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-02,0.8920,6.817223e-02
8,300,300,0.100,0.800,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-04,0.7488,5.041672e-02
8,300,300,0.100,0.800,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-06,33334.0463,4.713995e+04
8,300,300,0.100,0.800,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-02,0.9826,1.085012e-01
8,300,300,0.100,0.800,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-04,0.9985,5.004350e-02
8,300,300,0.100,0.800,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-06,33334.0308,4.713996e+04
8,300,300,0.100,0.800,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-02,1.0015,2.148662e-01
8,300,300,0.100,0.800,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-04,1.0071,1.380201e-01
8,300,300,0.100,0.800,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-06,33333.8844,4.714006e+04
8,300,300,0.100,0.800,1.000,0.700,0.500,1.000,30.000,80.000,1.00e-02,1.1782,2.505663e-01
8,300,300,0.100,0.800,1.000,0.700,0.500,1.000,30.000,80.000,1.00e-04,0.8469,9.980262e-02
8,300,300,0.100,0.800,1.000,0.700,0.500,1.000,30.000,80.000,1.00e-06,100000.0000,0.000000e+00
8,300,300,0.400,0.400,0.400,1.200,0.500,1.000,60.000,60.000,1.00e-02,1.2133,1.773478e-01
8,300,300,0.400,0.400,0.400,1.200,0.500,1.000,60.000,60.000,1.00e-04,0.8977,1.619816e-01
8,300,300,0.400,0.400,0.400,1.200,0.500,1.000,60.000,60.000,1.00e-06,0.8931,2.944864e-01
8,300,300,0.400,0.400,0.400,1.200,0.500,1.000,100.000,10.000,1.00e-02,1.2409,2.478415e-01
8,300,300,0.400,0.400,0.400,1.200,0.500,1.000,100.000,10.000,1.00e-04,0.9945,1.669574e-01
8,300,300,0.400,0.400,0.400,1.200,0.500,1.000,100.000,10.000,1.00e-06,0.9978,1.646145e-01
8,300,300,0.400,0.400,0.400,1.200,0.500,1.000,10.000,100.000,1.00e-02,1.3521,2.334120e-02
8,300,300,0.400,0.400,0.400,1.200,0.500,1.000,10.000,100.000,1.00e-04,0.6285,3.500109e-02
8,300,300,0.400,0.400,0.400,1.200,0.500,1.000,10.000,100.000,1.00e-06,33334.0723,4.713993e+04
8,300,300,0.400,0.400,0.400,1.200,0.500,1.000,30.000,80.000,1.00e-02,0.9384,1.680672e-01
8,300,300,0.400,0.400,0.400,1.200,0.500,1.000,30.000,80.000,1.00e-04,0.8800,2.016317e-01
8,300,300,0.400,0.400,0.400,1.200,0.500,1.000,30.000,80.000,1.00e-06,33333.9652,4.714001e+04
8,300,300,0.400,0.400,1.200,0.400,0.500,1.000,60.000,60.000,1.00e-02,1.1876,3.023733e-01
8,300,300,0.400,0.400,1.200,0.400,0.500,1.000,60.000,60.000,1.00e-04,0.7716,1.218072e-01
8,300,300,0.400,0.400,1.200,0.400,0.500,1.000,60.000,60.000,1.00e-06,0.7550,9.344418e-02
8,300,300,0.400,0.400,1.200,0.400,0.500,1.000,100.000,10.000,1.00e-02,1.2045,1.032583e-01
8,300,300,0.400,0.400,1.200,0.400,0.500,1.000,100.000,10.000,1.00e-04,1.0374,3.111657e-01
8,300,300,0.400,0.400,1.200,0.400,0.500,1.000,100.000,10.000,1.00e-06,0.9181,3.748201e-01
8,300,300,0.400,0.400,1.200,0.400,0.500,1.000,10.000,100.000,1.00e-02,1.2815,4.605906e-02
8,300,300,0.400,0.400,1.200,0.400,0.500,1.000,10.000,100.000,1.00e-04,0.9047,1.810948e-01
8,300,300,0.400,0.400,1.200,0.400,0.500,1.000,10.000,100.000,1.00e-06,0.8921,4.401037e-02
8,300,300,0.400,0.400,1.200,0.400,0.500,1.000,30.000,80.000,1.00e-02,1.2572,8.168483e-02
8,300,300,0.400,0.400,1.200,0.400,0.500,1.000,30.000,80.000,1.00e-04,0.7821,1.541649e-01
8,300,300,0.400,0.400,1.200,0.400,0.500,1.000,30.000,80.000,1.00e-06,0.9714,3.309176e-01
8,300,300,0.400,0.400,0.300,0.900,0.500,1.000,60.000,60.000,1.00e-02,1.2456,8.216265e-02
8,300,300,0.400,0.400,0.300,0.900,0.500,1.000,60.000,60.000,1.00e-04,0.8266,1.830792e-01
8,300,300,0.400,0.400,0.300,0.900,0.500,1.000,60.000,60.000,1.00e-06,0.8471,3.976083e-01
8,300,300,0.400,0.400,0.300,0.900,0.500,1.000,100.000,10.000,1.00e-02,1.2940,1.387886e-01
8,300,300,0.400,0.400,0.300,0.900,0.500,1.000,100.000,10.000,1.00e-04,1.0194,1.083098e-01
8,300,300,0.400,0.400,0.300,0.900,0.500,1.000,100.000,10.000,1.00e-06,1.0124,7.336940e-02
8,300,300,0.400,0.400,0.300,0.900,0.500,1.000,10.000,100.000,1.00e-02,1.0643,2.040240e-01
8,300,300,0.400,0.400,0.300,0.900,0.500,1.000,10.000,100.000,1.00e-04,0.7918,3.750767e-02
8,300,300,0.400,0.400,0.300,0.900,0.500,1.000,10.000,100.000,1.00e-06,0.8498,1.575629e-01
8,300,300,0.400,0.400,0.300,0.900,0.500,1.000,30.000,80.000,1.00e-02,1.2092,9.090334e-02
8,300,300,0.400,0.400,0.300,0.900,0.500,1.000,30.000,80.000,1.00e-04,0.9568,1.801842e-01
8,300,300,0.400,0.400,0.300,0.900,0.500,1.000,30.000,80.000,1.00e-06,0.7514,4.035411e-02
8,300,300,0.400,0.400,0.900,0.300,0.500,1.000,60.000,60.000,1.00e-02,1.3845,1.329404e-02
8,300,300,0.400,0.400,0.900,0.300,0.500,1.000,60.000,60.000,1.00e-04,0.9894,1.175560e-01
8,300,300,0.400,0.400,0.900,0.300,0.500,1.000,60.000,60.000,1.00e-06,0.7562,2.600085e-01
8,300,300,0.400,0.400,0.900,0.300,0.500,1.000,100.000,10.000,1.00e-02,1.1656,1.309671e-01
8,300,300,0.400,0.400,0.900,0.300,0.500,1.000,100.000,10.000,1.00e-04,0.9960,2.749011e-01
8,300,300,0.400,0.400,0.900,0.300,0.500,1.000,100.000,10.000,1.00e-06,33333.9840,4.713999e+04
8,300,300,0.400,0.400,0.900,0.300,0.500,1.000,10.000,100.000,1.00e-02,1.1655,1.282697e-01
8,300,300,0.400,0.400,0.900,0.300,0.500,1.000,10.000,100.000,1.00e-04,0.7732,7.339935e-02
8,300,300,0.400,0.400,0.900,0.300,0.500,1.000,10.000,100.000,1.00e-06,0.8438,2.088994e-01
8,300,300,0.400,0.400,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-02,1.3356,8.520263e-02
8,300,300,0.400,0.400,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-04,0.8300,1.309581e-01
8,300,300,0.400,0.400,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-06,0.8943,2.698442e-01
8,300,300,0.400,0.400,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-02,1.3441,4.746086e-02
8,300,300,0.400,0.400,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-04,0.8770,2.133104e-01
8,300,300,0.400,0.400,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-06,0.8924,1.478933e-01
8,300,300,0.400,0.400,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-02,1.4049,1.077855e-01
8,300,300,0.400,0.400,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-04,0.7673,2.154891e-01
8,300,300,0.400,0.400,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-06,1.0011,1.941266e-01
8,300,300,0.400,0.400,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-02,1.0435,2.360650e-01
8,300,300,0.400,0.400,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-04,0.7131,5.673754e-02
8,300,300,0.400,0.400,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-06,0.9993,2.513700e-01
8,300,300,0.400,0.400,1.000,0.700,0.500,1.000,30.000,80.000,1.00e-02,1.0402,2.800617e-01
8,300,300,0.400,0.400,1.000,0.700,0.500,1.000,30.000,80.000,1.00e-04,0.7784,8.439955e-02
8,300,300,0.400,0.400,1.000,0.700,0.500,1.000,30.000,80.000,1.00e-06,0.7953,3.898857e-02
8,300,300,0.850,0.100,0.400,1.200,0.500,0.500,60.000,60.000,1.00e-02,1.0714,2.054857e-01
8,300,300,0.850,0.100,0.400,1.200,0.500,0.500,60.000,60.000,1.00e-04,0.7965,1.127646e-01
8,300,300,0.850,0.100,0.400,1.200,0.500,0.500,60.000,60.000,1.00e-06,0.6672,8.044713e-03
8,300,300,0.850,0.100,0.400,1.200,0.500,0.500,100.000,10.000,1.00e-02,1.0097,2.038461e-01
8,300,300,0.850,0.100,0.400,1.200,0.500,0.500,100.000,10.000,1.00e-04,0.9030,2.247194e-01
8,300,300,0.850,0.100,0.400,1.200,0.500,0.500,100.000,10.000,1.00e-06,0.6659,3.053197e-02
8,300,300,0.850,0.100,0.400,1.200,0.500,0.500,10.000,100.000,1.00e-02,1.1199,1.339345e-01
8,300,300,0.850,0.100,0.400,1.200,0.500,0.500,10.000,100.000,1.00e-04,0.7414,1.355845e-01
8,300,300,0.850,0.100,0.400,1.200,0.500,0.500,10.000,100.000,1.00e-06,0.6180,8.052229e-02
8,300,300,0.850,0.100,0.400,1.200,0.500,0.500,30.000,80.000,1.00e-02,1.0938,3.685712e-02
8,300,300,0.850,0.100,0.400,1.200,0.500,0.500,30.000,80.000,1.00e-04,0.6418,7.996600e-02
8,300,300,0.850,0.100,0.400,1.200,0.500,0.500,30.000,80.000,1.00e-06,0.4628,2.746072e-01
8,300,300,0.850,0.100,1.200,0.400,0.500,0.500,60.000,60.000,1.00e-02,1.0687,1.009396e-01
8,300,300,0.850,0.100,1.200,0.400,0.500,0.500,60.000,60.000,1.00e-04,0.7387,4.250900e-02
8,300,300,0.850,0.100,1.200,0.400,0.500,0.500,60.000,60.000,1.00e-06,0.6476,1.495559e-02
8,300,300,0.850,0.100,1.200,0.400,0.500,0.500,100.000,10.000,1.00e-02,1.0299,1.427390e-01
8,300,300,0.850,0.100,1.200,0.400,0.500,0.500,100.000,10.000,1.00e-04,0.9395,1.023656e-01
8,300,300,0.850,0.100,1.200,0.400,0.500,0.500,100.000,10.000,1.00e-06,0.5377,1.177870e-01
8,300,300,0.850,0.100,1.200,0.400,0.500,0.500,10.000,100.000,1.00e-02,1.1726,9.747614e-02
8,300,300,0.850,0.100,1.200,0.400,0.500,0.500,10.000,100.000,1.00e-04,0.6952,2.570879e-02
8,300,300,0.850,0.100,1.200,0.400,0.500,0.500,10.000,100.000,1.00e-06,0.4128,1.537038e-01
8,300,300,0.850,0.100,1.200,0.400,0.500,0.500,30.000,80.000,1.00e-02,0.7832,1.275820e-01
8,300,300,0.850,0.100,1.200,0.400,0.500,0.500,30.000,80.000,1.00e-04,0.7451,5.824714e-02
8,300,300,0.850,0.100,1.200,0.400,0.500,0.500,30.000,80.000,1.00e-06,0.6285,3.610940e-02
8,300,300,0.850,0.100,0.300,0.900,0.500,0.500,60.000,60.000,1.00e-02,1.2338,9.554771e-02
8,300,300,0.850,0.100,0.300,0.900,0.500,0.500,60.000,60.000,1.00e-04,0.7544,3.322732e-01
8,300,300,0.850,0.100,0.300,0.900,0.500,0.500,60.000,60.000,1.00e-06,0.5957,4.702092e-02
8,300,300,0.850,0.100,0.300,0.900,0.500,0.500,100.000,10.000,1.00e-02,0.9624,6.466929e-02
8,300,300,0.850,0.100,0.300,0.900,0.500,0.500,100.000,10.000,1.00e-04,0.8402,1.265342e-01
8,300,300,0.850,0.100,0.300,0.900,0.500,0.500,100.000,10.000,1.00e-06,0.7980,2.527238e-01
8,300,300,0.850,0.100,0.300,0.900,0.500,0.500,10.000,100.000,1.00e-02,1.0754,1.599731e-02
8,300,300,0.850,0.100,0.300,0.900,0.500,0.500,10.000,100.000,1.00e-04,0.7916,1.762505e-01
8,300,300,0.850,0.100,0.300,0.900,0.500,0.500,10.000,100.000,1.00e-06,0.5931,6.027916e-02
8,300,300,0.850,0.100,0.300,0.900,0.500,0.500,30.000,80.000,1.00e-02,1.0318,1.855266e-02
8,300,300,0.850,0.100,0.300,0.900,0.500,0.500,30.000,80.000,1.00e-04,0.6851,8.431337e-02
8,300,300,0.850,0.100,0.300,0.900,0.500,0.500,30.000,80.000,1.00e-06,0.3755,1.153126e-01
8,300,300,0.850,0.100,0.900,0.300,0.500,0.500,60.000,60.000,1.00e-02,1.1769,4.979985e-02
8,300,300,0.850,0.100,0.900,0.300,0.500,0.500,60.000,60.000,1.00e-04,0.7391,2.882736e-02
8,300,300,0.850,0.100,0.900,0.300,0.500,0.500,60.000,60.000,1.00e-06,0.4748,4.537166e-02
8,300,300,0.850,0.100,0.900,0.300,0.500,0.500,100.000,10.000,1.00e-02,1.0217,2.239182e-01
8,300,300,0.850,0.100,0.900,0.300,0.500,0.500,100.000,10.000,1.00e-04,0.9541,1.370022e-01
8,300,300,0.850,0.100,0.900,0.300,0.500,0.500,100.000,10.000,1.00e-06,0.6533,1.949169e-01
8,300,300,0.850,0.100,0.900,0.300,0.500,0.500,10.000,100.000,1.00e-02,1.1849,1.390854e-01
8,300,300,0.850,0.100,0.900,0.300,0.500,0.500,10.000,100.000,1.00e-04,0.5262,9.974182e-02
8,300,300,0.850,0.100,0.900,0.300,0.500,0.500,10.000,100.000,1.00e-06,0.5055,7.412559e-02
8,300,300,0.850,0.100,0.900,0.300,0.500,0.500,30.000,80.000,1.00e-02,1.0820,5.051299e-02
8,300,300,0.850,0.100,0.900,0.300,0.500,0.500,30.000,80.000,1.00e-04,0.6914,8.248840e-02
8,300,300,0.850,0.100,0.900,0.300,0.500,0.500,30.000,80.000,1.00e-06,0.4963,1.792635e-01
8,300,300,0.850,0.100,1.000,0.700,0.500,0.500,60.000,60.000,1.00e-02,1.1170,4.469497e-02
8,300,300,0.850,0.100,1.000,0.700,0.500,0.500,60.000,60.000,1.00e-04,0.7720,5.905798e-02
8,300,300,0.850,0.100,1.000,0.700,0.500,0.500,60.000,60.000,1.00e-06,0.6054,1.375311e-01
8,300,300,0.850,0.100,1.000,0.700,0.500,0.500,100.000,10.000,1.00e-02,1.0460,1.744056e-01
8,300,300,0.850,0.100,1.000,0.700,0.500,0.500,100.000,10.000,1.00e-04,0.7840,1.288080e-01
8,300,300,0.850,0.100,1.000,0.700,0.500,0.500,100.000,10.000,1.00e-06,0.8460,5.312481e-02
8,300,300,0.850,0.100,1.000,0.700,0.500,0.500,10.000,100.000,1.00e-02,1.1404,9.272540e-02
8,300,300,0.850,0.100,1.000,0.700,0.500,0.500,10.000,100.000,1.00e-04,0.9393,2.237758e-01
8,300,300,0.850,0.100,1.000,0.700,0.500,0.500,10.000,100.000,1.00e-06,0.6312,3.484273e-02
8,300,300,0.850,0.100,1.000,0.700,0.500,0.500,30.000,80.000,1.00e-02,1.0760,6.133146e-02
8,300,300,0.850,0.100,1.000,0.700,0.500,0.500,30.000,80.000,1.00e-04,0.7586,1.133215e-01
8,300,300,0.850,0.100,1.000,0.700,0.500,0.500,30.000,80.000,1.00e-06,0.5932,1.451866e-01
8,300,300,0.500,0.100,0.400,1.200,0.500,0.500,60.000,60.000,1.00e-02,0.7704,9.763507e-02
8,300,300,0.500,0.100,0.400,1.200,0.500,0.500,60.000,60.000,1.00e-04,0.7996,6.226868e-02
8,300,300,0.500,0.100,0.400,1.200,0.500,0.500,60.000,60.000,1.00e-06,0.4203,2.203346e-01
8,300,300,0.500,0.100,0.400,1.200,0.500,0.500,100.000,10.000,1.00e-02,0.8056,1.404015e-01
8,300,300,0.500,0.100,0.400,1.200,0.500,0.500,100.000,10.000,1.00e-04,0.7075,1.020794e-01
8,300,300,0.500,0.100,0.400,1.200,0.500,0.500,100.000,10.000,1.00e-06,0.7991,1.400906e-01
8,300,300,0.500,0.100,0.400,1.200,0.500,0.500,10.000,100.000,1.00e-02,0.5851,2.359592e-01
8,300,300,0.500,0.100,0.400,1.200,0.500,0.500,10.000,100.000,1.00e-04,0.5637,2.510386e-01
8,300,300,0.500,0.100,0.400,1.200,0.500,0.500,10.000,100.000,1.00e-06,0.4337,1.783908e-01
8,300,300,0.500,0.100,0.400,1.200,0.500,0.500,30.000,80.000,1.00e-02,0.5840,2.068111e-01
8,300,300,0.500,0.100,0.400,1.200,0.500,0.500,30.000,80.000,1.00e-04,0.6591,1.333634e-01
8,300,300,0.500,0.100,0.400,1.200,0.500,0.500,30.000,80.000,1.00e-06,0.5594,4.697153e-02
8,300,300,0.500,0.100,1.200,0.400,0.500,0.500,60.000,60.000,1.00e-02,0.7958,3.260132e-01
8,300,300,0.500,0.100,1.200,0.400,0.500,0.500,60.000,60.000,1.00e-04,0.8462,5.274649e-02
8,300,300,0.500,0.100,1.200,0.400,0.500,0.500,60.000,60.000,1.00e-06,0.2675,6.572667e-02
8,300,300,0.500,0.100,1.200,0.400,0.500,0.500,100.000,10.000,1.00e-02,0.7143,7.867340e-02
8,300,300,0.500,0.100,1.200,0.400,0.500,0.500,100.000,10.000,1.00e-04,0.8457,1.361265e-01
8,300,300,0.500,0.100,1.200,0.400,0.500,0.500,100.000,10.000,1.00e-06,0.7670,1.390925e-01
8,300,300,0.500,0.100,1.200,0.400,0.500,0.500,10.000,100.000,1.00e-02,0.4962,2.557295e-01
8,300,300,0.500,0.100,1.200,0.400,0.500,0.500,10.000,100.000,1.00e-04,0.7066,1.753272e-01
8,300,300,0.500,0.100,1.200,0.400,0.500,0.500,10.000,100.000,1.00e-06,0.4282,2.323936e-01
8,300,300,0.500,0.100,1.200,0.400,0.500,0.500,30.000,80.000,1.00e-02,0.6496,2.925837e-01
8,300,300,0.500,0.100,1.200,0.400,0.500,0.500,30.000,80.000,1.00e-04,0.8007,1.074115e-02
8,300,300,0.500,0.100,1.200,0.400,0.500,0.500,30.000,80.000,1.00e-06,0.3493,1.606235e-01
8,300,300,0.500,0.100,0.300,0.900,0.500,0.500,60.000,60.000,1.00e-02,0.7875,1.836150e-01
8,300,300,0.500,0.100,0.300,0.900,0.500,0.500,60.000,60.000,1.00e-04,0.8129,8.267743e-02
8,300,300,0.500,0.100,0.300,0.900,0.500,0.500,60.000,60.000,1.00e-06,0.5308,9.456809e-02
8,300,300,0.500,0.100,0.300,0.900,0.500,0.500,100.000,10.000,1.00e-02,0.7180,4.643924e-02
8,300,300,0.500,0.100,0.300,0.900,0.500,0.500,100.000,10.000,1.00e-04,0.8333,1.221425e-01
8,300,300,0.500,0.100,0.300,0.900,0.500,0.500,100.000,10.000,1.00e-06,0.7645,2.221454e-01
8,300,300,0.500,0.100,0.300,0.900,0.500,0.500,10.000,100.000,1.00e-02,0.5326,1.016814e-01
8,300,300,0.500,0.100,0.300,0.900,0.500,0.500,10.000,100.000,1.00e-04,0.7926,3.018120e-01
8,300,300,0.500,0.100,0.300,0.900,0.500,0.500,10.000,100.000,1.00e-06,0.5457,7.303859e-02
8,300,300,0.500,0.100,0.300,0.900,0.500,0.500,30.000,80.000,1.00e-02,0.8592,4.382185e-02
8,300,300,0.500,0.100,0.300,0.900,0.500,0.500,30.000,80.000,1.00e-04,0.6902,1.992032e-01
8,300,300,0.500,0.100,0.300,0.900,0.500,0.500,30.000,80.000,1.00e-06,0.4936,1.254469e-01
8,300,300,0.500,0.100,0.900,0.300,0.500,0.500,60.000,60.000,1.00e-02,0.7241,2.391186e-01
8,300,300,0.500,0.100,0.900,0.300,0.500,0.500,60.000,60.000,1.00e-04,0.8605,9.534887e-02
8,300,300,0.500,0.100,0.900,0.300,0.500,0.500,60.000,60.000,1.00e-06,0.4726,5.067033e-02
8,300,300,0.500,0.100,0.900,0.300,0.500,0.500,100.000,10.000,1.00e-02,0.6015,2.328067e-01
8,300,300,0.500,0.100,0.900,0.300,0.500,0.500,100.000,10.000,1.00e-04,0.9450,5.178552e-02
8,300,300,0.500,0.100,0.900,0.300,0.500,0.500,100.000,10.000,1.00e-06,0.8445,1.818966e-01
8,300,300,0.500,0.100,0.900,0.300,0.500,0.500,10.000,100.000,1.00e-02,0.7187,2.125010e-01
